month,ecosystem,stack_overflow_tag_anchor,github_repo_group,representative_repo_count,month_index,post_chatgpt,so_dependence_pre,treatment_intensity,active_repos_observed,stackoverflow_questions_month,issues_opened,median_close_days,avg_first_response_hours,backlog_open_end_month,is_synthetic,exposure_bucket,months_since_chatgpt,post_period_label,high_exposure,issues_per_active_repo,backlog_per_active_repo,questions_per_active_repo,avg_first_response_days,log_issues_opened,log_backlog_open_end_month,issue_burden_index,year,calendar_month,quarter,repo_scale,post_trend_months,season_sin,season_cos,lag_issues_opened,lag_backlog_open_end_month,lag_avg_first_response_hours,delta_issues_opened,delta_backlog_open_end_month,delta_avg_first_response_hours,log1p_issues_opened,log1p_backlog_open_end_month,active_repos_z,questions_per_active_repo_z,repo_scale_z
2022-03-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,14,0,0.41,0.0,111,284,51,9.1,12.4,154,1,low,-9,pre,0,0.4594594594594595,1.3873873873873874,2.558558558558558,0.5166666666666667,3.951243718581427,5.043425116919247,-0.9579707144638456,2022,3,1,4.718498871295094,0,1.0,6.123233995736766e-17,49.0,135.0,13.79,2.0,19.0,-1.3899999999999988,3.9512437185814275,5.043425116919247,-0.06972130692177622,-0.9159330062360685,0.030423303049435517
2022-04-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,15,0,0.41,0.0,113,279,53,9.32,12.77,147,1,low,-8,pre,0,0.4690265486725664,1.3008849557522124,2.4690265486725664,0.5320833333333334,3.9889840465642745,4.997212273764115,-0.8472239843880969,2022,4,2,4.736198448394496,0,0.8660254037844387,-0.49999999999999983,51.0,154.0,12.4,2.0,-7.0,0.3699999999999992,3.9889840465642745,4.997212273764115,0.014075193416133227,-1.0914189763667812,0.11811846231251247
2022-05-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,16,0,0.41,0.0,113,283,52,9.3,13.1,147,1,low,-7,pre,0,0.4601769911504424,1.3008849557522124,2.504424778761062,0.5458333333333333,3.970291913552122,4.997212273764115,-0.8236552053094102,2022,5,2,4.736198448394496,0,0.49999999999999994,-0.8660254037844387,53.0,147.0,12.77,-1.0,0.0,0.33000000000000007,3.970291913552122,4.997212273764115,0.014075193416133227,-1.0220371680515212,0.11811846231251247
2022-06-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,17,0,0.41,0.0,114,282,53,8.99,13.73,145,1,low,-6,pre,0,0.4649122807017544,1.2719298245614037,2.473684210526316,0.5720833333333334,3.9889840465642745,4.983606621708336,-0.8102790017134686,2022,6,2,4.74493212836325,0,1.2246467991473532e-16,-1.0,52.0,147.0,13.1,1.0,-2.0,0.6300000000000008,3.9889840465642745,4.983606621708336,0.05597344358508795,-1.0822897910621416,0.16139076489416965
2022-07-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,18,0,0.41,0.0,115,282,55,9.68,13.29,146,1,low,-5,pre,0,0.4782608695652174,1.2695652173913043,2.4521739130434783,0.55375,4.02535169073515,4.990432586778736,-0.608229145817123,2022,7,3,4.7535901911063645,0,-0.4999999999999998,-0.8660254037844388,53.0,145.0,13.73,2.0,1.0,-0.4400000000000013,4.02535169073515,4.990432586778736,0.09787169375404267,-1.124450750325568,0.2042884108041839
2022-08-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,19,0,0.41,0.0,116,280,54,7.96,13.07,151,1,low,-4,pre,0,0.4655172413793103,1.3017241379310345,2.413793103448276,0.5445833333333333,4.007333185232471,5.0238805208462765,-1.2056628733679584,2022,8,3,4.762173934797756,0,-0.8660254037844384,-0.5000000000000004,55.0,146.0,13.29,-1.0,5.0,-0.21999999999999886,4.007333185232471,5.0238805208462765,0.13976994392299738,-1.199678522100075,0.24681783203625898
2022-09-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,20,0,0.41,0.0,117,282,59,9.31,13.48,148,1,low,-3,pre,0,0.5042735042735043,1.264957264957265,2.41025641025641,0.5616666666666666,4.0943445622221,5.003946305945459,-0.5807125590785954,2022,9,3,4.770684624465665,0,-1.0,-1.8369701987210297e-16,54.0,151.0,13.07,5.0,-3.0,0.41000000000000014,4.0943445622221,5.003946305945459,0.18166819409195212,-1.2066105683773733,0.2889852963589587
2022-10-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,21,0,0.41,0.0,116,297,56,9.81,13.57,160,1,low,-2,pre,0,0.4827586206896552,1.3793103448275863,2.560344827586207,0.5654166666666667,4.04305126783455,5.081404364984463,-0.3752594135402743,2022,10,4,4.762173934797756,0,-0.8660254037844386,0.5000000000000001,59.0,148.0,13.48,-3.0,12.0,0.08999999999999986,4.04305126783455,5.081404364984463,0.13976994392299738,-0.912431854484527,0.24681783203625898
2022-11-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,22,0,0.41,0.0,117,270,54,9.22,14.14,151,1,low,-1,pre,0,0.4615384615384615,1.290598290598291,2.3076923076923075,0.5891666666666667,4.007333185232471,5.0238805208462765,-0.612835194903721,2022,11,4,4.770684624465665,0,-0.5000000000000004,0.8660254037844384,56.0,160.0,13.57,-2.0,-9.0,0.5700000000000003,4.007333185232471,5.0238805208462765,0.18166819409195212,-1.407639910419024,0.2889852963589587
2022-12-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,23,1,0.41,0.41,117,265,60,10.66,13.96,150,1,low,0,post,0,0.5128205128205128,1.2820512820512822,2.264957264957265,0.5816666666666667,4.110873864173311,5.017279836814924,-0.0072739885804158,2022,12,4,4.770684624465665,0,-2.4492935982947064e-16,1.0,54.0,151.0,14.14,6.0,-1.0,-0.17999999999999972,4.110873864173311,5.017279836814924,0.18166819409195212,-1.4914021362697114,0.2889852963589587
2023-01-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,24,1,0.41,0.41,116,293,61,8.99,12.96,151,1,low,1,post,0,0.5258620689655172,1.3017241379310345,2.5258620689655173,0.54,4.127134385045092,5.0238805208462765,-0.682846074206233,2023,1,1,4.762173934797756,1,0.49999999999999994,0.8660254037844387,60.0,150.0,13.96,1.0,1.0,-1.0,4.127134385045092,5.0238805208462765,0.13976994392299738,-0.9800193056881851,0.24681783203625898
2023-02-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,25,1,0.41,0.41,114,261,60,9.6,14.65,164,1,low,2,post,0,0.5263157894736842,1.4385964912280702,2.289473684210526,0.6104166666666667,4.110873864173311,5.10594547390058,-0.0704042942472315,2023,2,1,4.74493212836325,2,0.8660254037844386,0.5000000000000001,61.0,151.0,12.96,-1.0,13.0,1.6899999999999995,4.110873864173311,5.10594547390058,0.05597344358508795,-1.443349069860633,0.16139076489416965
2023-03-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,26,1,0.41,0.41,115,279,59,10.0,15.15,165,1,low,3,post,0,0.5130434782608696,1.434782608695652,2.4260869565217393,0.63125,4.0943445622221,5.111987788356544,0.1169136853464761,2023,3,1,4.7535901911063645,3,1.0,6.123233995736766e-17,60.0,164.0,14.65,-1.0,1.0,0.5,4.0943445622221,5.111987788356544,0.09787169375404267,-1.1755821264535529,0.2042884108041839
2023-04-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,27,1,0.41,0.41,112,272,59,9.36,14.17,155,1,low,4,post,0,0.5267857142857143,1.3839285714285714,2.4285714285714284,0.5904166666666667,4.0943445622221,5.049856007249537,-0.3199765521794848,2023,4,2,4.727387818712341,4,0.8660254037844387,-0.49999999999999983,59.0,165.0,15.15,0.0,-10.0,-0.9800000000000004,4.0943445622221,5.049856007249537,-0.027823056752821495,-1.1707124715842216,0.07446490105252684
2023-05-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,28,1,0.41,0.41,117,247,64,9.65,14.06,158,1,low,5,post,0,0.5470085470085471,1.3504273504273503,2.111111111111111,0.5858333333333333,4.174387269895637,5.0689042022202315,-0.1311420467893309,2023,5,2,4.770684624465665,5,0.49999999999999994,-0.8660254037844387,59.0,155.0,14.17,5.0,3.0,-0.10999999999999943,4.174387269895637,5.0689042022202315,0.18166819409195212,-1.7929461493321868,0.2889852963589587
2023-06-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,29,1,0.41,0.41,114,238,59,8.6,14.12,164,1,low,6,post,0,0.5175438596491229,1.4385964912280702,2.087719298245614,0.5883333333333333,4.0943445622221,5.10594547390058,-0.5216512776662956,2023,6,2,4.74493212836325,6,1.2246467991473532e-16,-1.0,64.0,158.0,14.06,-5.0,6.0,0.05999999999999872,4.0943445622221,5.10594547390058,0.05597344358508795,-1.838794946639932,0.16139076489416965
2023-07-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,30,1,0.41,0.41,113,261,59,11.07,14.24,156,1,low,7,post,0,0.5221238938053098,1.3805309734513274,2.309734513274336,0.5933333333333334,4.0943445622221,5.056245805348308,0.2464193019658735,2023,7,3,4.736198448394496,7,-0.4999999999999998,-0.8660254037844388,59.0,164.0,14.12,0.0,-8.0,0.120000000000001,4.0943445622221,5.056245805348308,0.014075193416133227,-1.4036371137854513,0.11811846231251247
2023-08-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,31,1,0.41,0.41,111,253,58,10.27,13.97,167,1,low,8,post,0,0.5225225225225225,1.5045045045045045,2.279279279279279,0.5820833333333334,4.07753744390572,5.123963979403259,0.0320583915530874,2023,8,3,4.718498871295094,8,-0.8660254037844384,-0.5000000000000004,59.0,156.0,14.24,-1.0,11.0,-0.2699999999999996,4.07753744390572,5.123963979403259,-0.06972130692177622,-1.4633304713900217,0.030423303049435517
2023-09-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,32,1,0.41,0.41,110,252,64,9.43,14.72,159,1,low,9,post,0,0.5818181818181818,1.4454545454545455,2.290909090909091,0.6133333333333334,4.174387269895637,5.075173815233827,0.0121114608107174,2023,9,3,4.709530201312334,9,-1.0,-1.8369701987210297e-16,58.0,167.0,13.97,6.0,-8.0,0.75,4.174387269895637,5.075173815233827,-0.11161955709073094,-1.4405356209349298,-0.01401329213580947
2023-10-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,33,1,0.41,0.41,106,247,58,10.23,13.43,156,1,low,10,post,0,0.5471698113207547,1.471698113207547,2.330188679245283,0.5595833333333333,4.07753744390572,5.056245805348308,-0.1116208617346782,2023,10,4,4.672828834461906,10,-0.8660254037844386,0.5000000000000001,64.0,159.0,14.72,-6.0,-3.0,-1.290000000000001,4.07753744390572,5.056245805348308,-0.27921255776654985,-1.3635462103957374,-0.19585561486733613
2023-11-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,34,1,0.41,0.41,114,232,60,10.13,14.11,164,1,low,11,post,0,0.5263157894736842,1.4385964912280702,2.0350877192982457,0.5879166666666666,4.110873864173311,5.10594547390058,0.0046355127475567,2023,11,4,4.74493212836325,11,-0.5000000000000004,0.8660254037844384,58.0,156.0,13.43,2.0,8.0,0.6799999999999997,4.110873864173311,5.10594547390058,0.05597344358508795,-1.9419547405823574,0.16139076489416965
2023-12-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,35,1,0.41,0.41,109,257,56,10.92,15.75,162,1,low,12,post,0,0.5137614678899083,1.4862385321100915,2.3577981651376145,0.65625,4.04305126783455,5.093750200806762,0.4881639641992721,2023,12,4,4.700480365792417,12,-2.4492935982947064e-16,1.0,60.0,164.0,14.11,-4.0,-2.0,1.6400000000000006,4.04305126783455,5.093750200806762,-0.15351780725968567,-1.3094306217610616,-0.05885203391855169
2024-01-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,36,1,0.41,0.41,113,235,60,11.29,11.87,158,1,low,13,post,0,0.5309734513274337,1.3982300884955752,2.079646017699115,0.4945833333333333,4.110873864173311,5.0689042022202315,-0.0630657249369862,2024,1,1,4.736198448394496,13,0.49999999999999994,0.8660254037844387,56.0,162.0,15.75,4.0,-4.0,-3.880000000000001,4.110873864173311,5.0689042022202315,0.014075193416133227,-1.8546188678346405,0.11811846231251247
2024-02-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,37,1,0.41,0.41,112,244,64,9.48,14.11,164,1,low,14,post,0,0.5714285714285714,1.4642857142857142,2.1785714285714284,0.5879166666666666,4.174387269895637,5.10594547390058,-0.0629585546806515,2024,2,1,4.727387818712341,14,0.8660254037844386,0.5000000000000001,60.0,158.0,11.87,4.0,6.0,2.24,4.174387269895637,5.10594547390058,-0.027823056752821495,-1.6607214928107445,0.07446490105252684
2024-03-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,38,1,0.41,0.41,111,239,61,10.57,14.36,164,1,low,15,post,0,0.5495495495495496,1.4774774774774777,2.153153153153154,0.5983333333333333,4.127134385045092,5.10594547390058,0.2619019380786965,2024,3,1,4.718498871295094,15,1.0,6.123233995736766e-17,64.0,164.0,14.11,-3.0,0.0,0.25,4.127134385045092,5.10594547390058,-0.06972130692177622,-1.7105422298466442,0.030423303049435517
2024-04-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,39,1,0.41,0.41,110,244,64,10.75,14.27,152,1,low,16,post,0,0.5818181818181818,1.3818181818181818,2.2181818181818183,0.5945833333333334,4.174387269895637,5.030437921392435,0.2968121829255193,2024,4,2,4.709530201312334,16,0.8660254037844387,-0.49999999999999983,61.0,164.0,14.36,3.0,-12.0,-0.08999999999999986,4.174387269895637,5.030437921392435,-0.11161955709073094,-1.583083699837191,-0.01401329213580947
2024-05-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,40,1,0.41,0.41,112,256,63,11.13,14.17,155,1,low,17,post,0,0.5625,1.3839285714285714,2.2857142857142856,0.5904166666666667,4.1588830833596715,5.049856007249537,0.3750776040505817,2024,5,2,4.727387818712341,17,0.49999999999999994,-0.8660254037844387,64.0,152.0,14.27,-1.0,3.0,-0.09999999999999964,4.1588830833596715,5.049856007249537,-0.027823056752821495,-1.4507176265708062,0.07446490105252684
2024-06-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,41,1,0.41,0.41,117,247,65,9.8,14.52,156,1,low,18,post,0,0.5555555555555556,1.3333333333333333,2.111111111111111,0.605,4.189654742026425,5.056245805348308,0.0133032235867376,2024,6,2,4.770684624465665,18,1.2246467991473532e-16,-1.0,63.0,155.0,14.17,2.0,1.0,0.34999999999999964,4.189654742026425,5.056245805348308,0.18166819409195212,-1.7929461493321868,0.2889852963589587
2024-07-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,42,1,0.41,0.41,118,284,66,9.34,14.18,163,1,low,19,post,0,0.559322033898305,1.38135593220339,2.406779661016949,0.5908333333333333,4.204692619390966,5.099866427824199,-0.1201617054342403,2024,7,3,4.77912349311153,19,-0.4999999999999998,-0.8660254037844388,65.0,156.0,14.52,1.0,7.0,-0.33999999999999986,4.204692619390966,5.099866427824199,0.22356644426090683,-1.213425122344887,0.3307969128593495
2024-08-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,43,1,0.41,0.41,123,263,65,10.17,14.6,155,1,low,20,post,0,0.5284552845528455,1.2601626016260163,2.138211382113821,0.6083333333333333,4.189654742026425,5.049856007249537,0.0747198349809454,2024,8,3,4.820281565605037,20,-0.8660254037844384,-0.5000000000000004,66.0,163.0,14.18,-1.0,-8.0,0.41999999999999993,4.189654742026425,5.049856007249537,0.43305769510568043,-1.7398286402561411,0.5347206395116348
2024-09-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,44,1,0.41,0.41,120,252,63,9.6,15.21,166,1,low,21,post,0,0.525,1.3833333333333333,2.1,0.63375,4.1588830833596715,5.117993812416755,0.064029825171491,2024,9,3,4.795790545596741,21,-1.0,-1.8369701987210297e-16,65.0,155.0,14.6,-2.0,11.0,0.6100000000000012,4.1588830833596715,5.117993812416755,0.3073629445988163,-1.8147243280533656,0.41337627698359897
2024-10-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,45,1,0.41,0.41,119,252,67,9.78,13.54,164,1,low,22,post,0,0.5630252100840336,1.3781512605042017,2.1176470588235294,0.5641666666666666,4.219507705176107,5.10594547390058,-0.0661648190457496,2024,10,4,4.787491742782046,22,-0.8660254037844386,0.5000000000000001,63.0,166.0,15.21,4.0,-2.0,-1.6700000000000017,4.219507705176107,5.10594547390058,0.26546469442986154,-1.7801354559667877,0.37225863725466984
2024-11-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,46,1,0.41,0.41,121,260,67,9.92,15.38,173,1,low,23,post,0,0.5537190082644629,1.4297520661157024,2.1487603305785123,0.6408333333333334,4.219507705176107,5.159055299214529,0.3640756934227794,2024,11,4,4.804021044733257,23,-0.5000000000000004,0.8660254037844384,67.0,164.0,13.54,0.0,9.0,1.8400000000000016,4.219507705176107,5.159055299214529,0.349261194767771,-1.7191523206075316,0.45415549608797756
2024-12-01,kubernetes,kubernetes,kubernetes/kubernetes | helm/helm,2,47,1,0.41,0.41,123,260,67,9.79,14.44,167,1,low,24,post,0,0.5447154471544715,1.3577235772357723,2.113821138211382,0.6016666666666667,4.219507705176107,5.123963979403259,0.0792880229908792,2024,12,4,4.820281565605037,24,-2.4492935982947064e-16,1.0,67.0,173.0,15.38,0.0,-6.0,-0.9400000000000013,4.219507705176107,5.123963979403259,0.43305769510568043,-1.7876343984245824,0.5347206395116348
2021-01-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,0,0,0.82,0.0,138,432,59,10.11,13.18,156,1,high,-23,pre,1,0.427536231884058,1.1304347826086956,3.130434782608696,0.5491666666666667,4.0943445622221,5.056245805348308,-0.5096209440403066,2021,1,1,4.9344739331306915,0,0.49999999999999994,0.8660254037844387,59.0,156.0,13.18,0.0,0.0,0.0,4.0943445622221,5.056245805348308,1.0615314476400013,0.20496502900204217,1.1005035280264512
2021-02-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,1,0,0.82,0.0,143,440,61,9.44,13.18,155,1,high,-22,pre,1,0.4265734265734265,1.083916083916084,3.076923076923077,0.5491666666666667,4.127134385045092,5.049856007249537,-0.7155411024363958,2021,2,1,4.969813299576001,0,0.8660254037844386,0.5000000000000001,59.0,156.0,13.18,2.0,-1.0,0.0,4.127134385045092,5.049856007249537,1.2710226984847748,0.10008015489335505,1.2755976193300465
2021-03-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,2,0,0.82,0.0,142,435,64,9.22,14.57,155,1,high,-21,pre,1,0.4507042253521127,1.091549295774648,3.063380281690141,0.6070833333333333,4.174387269895637,5.049856007249537,-0.4394340151678991,2021,3,1,4.962844630259907,0,1.0,6.123233995736766e-17,61.0,155.0,13.18,3.0,0.0,1.3900000000000006,4.174387269895637,5.049856007249537,1.2291244483158201,0.07353578754630608,1.241070321751438
2021-04-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,3,0,0.82,0.0,138,434,60,10.37,14.01,161,1,high,-20,pre,1,0.4347826086956521,1.1666666666666667,3.1449275362318843,0.58375,4.110873864173311,5.087596335232384,-0.2087883440987565,2021,4,2,4.9344739331306915,0,0.8660254037844387,-0.49999999999999983,64.0,155.0,14.57,-4.0,6.0,-0.5600000000000005,4.110873864173311,5.087596335232384,1.0615314476400013,0.23337134907314508,1.1005035280264512
2021-05-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,4,0,0.82,0.0,143,458,60,9.7,13.69,161,1,high,-19,pre,1,0.4195804195804196,1.1258741258741258,3.202797202797203,0.5704166666666667,4.110873864173311,5.087596335232384,-0.5259872415915849,2021,5,2,4.969813299576001,0,0.49999999999999994,-0.8660254037844387,60.0,161.0,14.01,0.0,0.0,-0.3200000000000003,4.110873864173311,5.087596335232384,1.2710226984847748,0.34679798376265325,1.2755976193300465
2021-06-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,5,0,0.82,0.0,138,443,64,9.71,15.17,168,1,high,-18,pre,1,0.463768115942029,1.2173913043478262,3.210144927536232,0.6320833333333333,4.174387269895637,5.1298987149230735,-0.044699260347809,2021,6,2,4.9344739331306915,0,1.2246467991473532e-16,-1.0,60.0,161.0,13.69,4.0,7.0,1.4800000000000004,4.174387269895637,5.1298987149230735,1.0615314476400013,0.36119978939310726,1.1005035280264512
2021-07-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,6,0,0.82,0.0,141,424,61,10.36,14.18,154,1,high,-17,pre,1,0.4326241134751773,1.0921985815602837,3.00709219858156,0.5908333333333333,4.127134385045092,5.043425116919247,-0.2266275649253963,2021,7,3,4.955827057601261,0,-0.4999999999999998,-0.8660254037844388,64.0,168.0,15.17,-3.0,-14.0,-0.9900000000000002,4.127134385045092,5.043425116919247,1.1872261981468655,-0.03679088649670536,1.2063007253659406
2021-08-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,7,0,0.82,0.0,140,444,59,9.41,14.32,153,1,high,-16,pre,1,0.4214285714285714,1.0928571428571427,3.1714285714285713,0.5966666666666667,4.0943445622221,5.0369526024136295,-0.5693550185548143,2021,8,3,4.948759890378168,0,-0.8660254037844384,-0.5000000000000004,61.0,154.0,14.18,-2.0,-1.0,0.14000000000000057,4.0943445622221,5.0369526024136295,1.1453279479779108,0.285314334346018,1.1712854054129658
2021-09-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,8,0,0.82,0.0,145,437,61,10.36,14.08,149,1,high,-15,pre,1,0.4206896551724138,1.0275862068965518,3.013793103448276,0.5866666666666667,4.127134385045092,5.0106352940962555,-0.3097047643039112,2021,9,3,4.983606621708336,0,-1.0,-1.8369701987210297e-16,59.0,153.0,14.32,2.0,-4.0,-0.2400000000000002,4.127134385045092,5.0106352940962555,1.3548191988226843,-0.023656871156419727,1.3439386635464645
2021-10-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,9,0,0.82,0.0,141,422,64,10.47,13.62,156,1,high,-14,pre,1,0.4539007092198581,1.1063829787234043,2.99290780141844,0.5675,4.174387269895637,5.056245805348308,-0.18901942160531,2021,10,4,4.955827057601261,0,-0.8660254037844386,0.5000000000000001,61.0,149.0,14.08,3.0,7.0,-0.46000000000000085,4.174387269895637,5.056245805348308,1.1872261981468655,-0.06459281677906087,1.2063007253659406
2021-11-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,10,0,0.82,0.0,140,426,62,10.41,14.65,149,1,high,-13,pre,1,0.4428571428571428,1.0642857142857145,3.0428571428571427,0.6104166666666667,4.143134726391533,5.0106352940962555,-0.1238391002820806,2021,11,4,4.948759890378168,0,-0.5000000000000004,0.8660254037844384,64.0,156.0,13.62,-2.0,-7.0,1.0300000000000011,4.143134726391533,5.0106352940962555,1.1453279479779108,0.033309694858091946,1.1712854054129658
2021-12-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,11,0,0.82,0.0,141,422,65,10.27,14.75,148,1,high,-12,pre,1,0.4609929078014184,1.049645390070922,2.99290780141844,0.6145833333333334,4.189654742026425,5.003946305945459,-0.0773367455686154,2021,12,4,4.955827057601261,0,-2.4492935982947064e-16,1.0,62.0,149.0,14.65,3.0,-1.0,0.09999999999999964,4.189654742026425,5.003946305945459,1.1872261981468655,-0.06459281677906087,1.2063007253659406
2022-01-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,12,0,0.82,0.0,141,425,63,10.08,14.52,158,1,high,-11,pre,1,0.4468085106382978,1.1205673758865249,3.0141843971631204,0.605,4.1588830833596715,5.0689042022202315,-0.168665832187086,2022,1,1,4.955827057601261,0,0.49999999999999994,0.8660254037844387,65.0,148.0,14.75,-2.0,10.0,-0.23000000000000043,4.1588830833596715,5.0689042022202315,1.1872261981468655,-0.0228899213555276,1.2063007253659406
2022-02-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,13,0,0.82,0.0,142,439,58,9.93,14.1,151,1,high,-10,pre,1,0.4084507042253521,1.0633802816901408,3.091549295774648,0.5875,4.07753744390572,5.0238805208462765,-0.4989477175563661,2022,2,1,4.962844630259907,0,0.8660254037844386,0.5000000000000001,63.0,158.0,14.52,-5.0,-7.0,-0.41999999999999993,4.07753744390572,5.0238805208462765,1.2291244483158201,0.12874807162816773,1.241070321751438
2022-03-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,14,0,0.82,0.0,141,419,61,9.63,15.38,160,1,high,-9,pre,1,0.4326241134751773,1.1347517730496457,2.971631205673759,0.6408333333333334,4.127134385045092,5.081404364984463,-0.2046818665734953,2022,3,1,4.955827057601261,0,1.0,6.123233995736766e-17,58.0,151.0,14.1,3.0,9.0,1.2800000000000011,4.127134385045092,5.081404364984463,1.1872261981468655,-0.10629571220259502,1.2063007253659406
2022-04-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,15,0,0.82,0.0,135,407,59,9.43,13.83,143,1,high,-8,pre,1,0.437037037037037,1.0592592592592591,3.0148148148148146,0.57625,4.0943445622221,4.969813299576001,-0.6852398355975957,2022,4,2,4.912654885736052,0,0.8660254037844387,-0.49999999999999983,61.0,160.0,15.38,-2.0,-17.0,-1.5500000000000007,4.0943445622221,4.969813299576001,0.9358366971331371,-0.021654280009645113,0.9923978469982755
2022-05-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,16,0,0.82,0.0,133,405,59,9.03,14.62,151,1,high,-7,pre,1,0.4436090225563909,1.1353383458646618,3.045112781954887,0.6091666666666666,4.0943445622221,5.0238805208462765,-0.5961871639391632,2022,5,2,4.897839799950911,0,0.49999999999999994,-0.8660254037844387,59.0,143.0,13.83,0.0,8.0,0.7899999999999991,4.0943445622221,5.0238805208462765,0.8520401967952277,0.03773082888419599,0.9189943244097025
2022-06-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,17,0,0.82,0.0,135,416,62,9.09,13.53,161,1,high,-6,pre,1,0.4592592592592592,1.1925925925925926,3.0814814814814815,0.56375,4.143134726391533,5.087596335232384,-0.6273831068265436,2022,6,2,4.912654885736052,0,1.2246467991473532e-16,-1.0,59.0,151.0,14.62,3.0,10.0,-1.0899999999999999,4.143134726391533,5.087596335232384,0.9358366971331371,0.10901479231742808,0.9923978469982755
2022-07-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,18,0,0.82,0.0,138,412,59,9.19,16.26,148,1,high,-5,pre,1,0.427536231884058,1.072463768115942,2.9855072463768115,0.6775000000000001,4.0943445622221,5.003946305945459,-0.3107479843349177,2022,7,3,4.9344739331306915,0,-0.4999999999999998,-0.8660254037844388,62.0,161.0,13.53,-3.0,-13.0,2.730000000000002,4.0943445622221,5.003946305945459,1.0615314476400013,-0.07909817170898602,1.1005035280264512
2022-08-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,19,0,0.82,0.0,137,397,60,10.59,15.33,155,1,high,-4,pre,1,0.437956204379562,1.131386861313869,2.897810218978102,0.63875,4.110873864173311,5.049856007249537,0.0660939519729891,2022,8,3,4.927253685157205,0,-0.8660254037844384,-0.5000000000000004,59.0,148.0,16.26,1.0,7.0,-0.9300000000000015,4.110873864173311,5.049856007249537,1.0196331974710466,-0.25098750994945473,1.0647297469695463
2022-09-01,python,python,psf/requests | pandas-dev/pandas | pallets/flask,3,20,0,0.82,0.0,135,416,57,10.51,15.36,151,1,high,-3,pre,1,0.4222222222222222,1.1185185185185185,3.0814814814814815,0.64,4.060443010546419,5.0238805208462765,-0.0562533252723172,2022,9,3,4.912654885736052,0,-1.0,-1.8369701987210297e-16,60.0,155.0,15.33,-3.0,-4.0,0.02999999999999936,4.060443010546419,5.0238805208462765,0.9358366971331371,0.10901479231742808,0.9923978469982755
